region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-07-04,SYN004363,2016-07-25,2120,151.61,97.16,321413.2,239811.0,122966.15
Asia,Laos,Vegetables,Offline,C,2011-09-15,SYN004364,2011-10-25,3669,149.38,83.93,548075.22,328321.28,250480.8
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2011-11-03,SYN004365,2011-11-11,5121,710.64,514.54,3639187.44,2768977.04,696254.15
Europe,Switzerland,Personal Care,Online,M,2010-12-23,SYN004366,2011-02-07,264,76.69,51.98,20246.16,14961.21,6564.43
North America,Mexico,Household,Offline,C,2014-11-04,SYN004367,2014-12-19,6621,634.81,511.18,4203077.01,3569287.2,1250432.31
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-24,SYN004368,2015-05-29,8324,101.76,37.81,847050.24,259730.74,496492.79
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-21,SYN004369,2017-01-22,4802,443.55,347.17,2129927.1,1677879.57,261779.91
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-24,SYN004370,2015-11-25,3001,622.19,485.63,1867192.1900000002,1527796.29,383157.0
Asia,Laos,Vegetables,Offline,C,2011-09-09,SYN004371,2011-10-27,3706,170.52,91.32,631947.12,362296.67,258849.21
Europe,Slovenia,Beverages,Offline,C,2016-10-16,SYN004372,2016-11-18,4204,48.18,29.89,202548.72,157189.32,73606.77
Asia,Malaysia,Fruits,Offline,L,2011-11-08,SYN004373,2011-12-27,6644,9.58,6.92,63649.520000000004,41698.08,15997.14
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,2012-07-11,SYN004374,2012-07-12,9052,77.7,55.88,703340.4,522560.03,228450.12
Europe,Albania,Clothes,Online,C,2010-01-29,SYN004375,2010-03-21,2242,110.09,35.74,246821.78,85679.28,172494.12
Australia and Oceania,Australia,Beverages,Offline,H,2014-06-30,SYN004376,2014-07-10,9568,48.85,31.44,467396.8,288884.82,140123.08
Sub-Saharan Africa,Djibouti,Cereal,Online,H,2017-05-26,SYN004377,2017-06-18,9231,219.19,108.17,2023342.89,1045609.74,862015.86
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-11,SYN004378,2012-04-10,6285,145.85,85.27,916667.25,593213.2,426854.16
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-14,SYN004379,2011-01-21,9116,47.36,31.57,431733.76,262605.65,127531.28
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-27,SYN004380,2014-01-29,2087,80.6,54.26,168212.19999999998,126204.44,48324.11
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-10,SYN004381,2012-06-10,2288,227.57,117.59,520680.16,233599.41,184875.19
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-13,SYN004382,2013-08-11,9264,419.42,278.1,3885506.8800000004,2253933.92,1601489.19
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-01-28,SYN004383,2013-02-06,5135,678.44,523.27,3483789.4000000004,2875685.05,658077.99
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-25,SYN004384,2013-04-01,4065,212.06,114.6,862023.9,480888.46,360772.12
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-05,SYN004385,2017-05-23,7021,82.01,59.61,575792.2100000001,349348.88,165476.68
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-08-09,SYN004386,2014-08-12,4046,101.02,37.59,408726.92,152153.87,310762.61
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-21,SYN004387,2015-12-01,2944,672.5,522.33,1979840.0,1475589.14,352722.0
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-04,SYN004388,2017-02-14,8265,605.43,514.39,5003878.949999999,4415069.52,1441003.78
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-28,SYN004389,2011-09-01,918,102.18,37.21,93801.24,32379.12,68130.31
Sub-Saharan Africa,The Gambia,Household,Offline,L,2012-05-21,SYN004390,2012-06-09,2567,683.81,520.4,1755340.2699999998,1246234.53,420265.44
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-30,SYN004391,2013-03-22,4131,218.99,116.56,904647.6900000001,423035.69,341663.77
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-04-04,SYN004392,2016-05-04,983,205.01,129.38,201524.83,110793.42,85866.21
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-17,SYN004393,2011-04-22,4314,657.49,486.47,2836411.86,2166718.92,695697.7
Europe,Bulgaria,Clothes,Online,M,2012-04-29,SYN004394,2012-06-08,1698,96.21,39.31,163364.58,59133.6,120545.13
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-14,SYN004395,2017-02-18,9166,619.14,481.83,5675037.24,4488028.31,1463985.78
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-11,SYN004396,2012-01-12,1235,630.92,512.75,779186.2,658801.63,171964.07
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-28,SYN004397,2016-07-26,2192,146.98,99.17,322180.16,216929.0,136880.25
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-21,SYN004398,2014-07-10,8308,9.42,6.63,78261.36,57149.92,20427.53
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-02,SYN004399,2016-12-11,995,670.41,533.48,667057.95,476580.39,122499.0
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-10,SYN004400,2012-06-10,2132,203.14,123.7,433094.48,235106.24,197927.73
Sub-Saharan Africa,Zambia,Snacks,Online,L,2010-12-31,SYN004401,2010-12-31,4431,153.68,97.79,680956.0800000001,411849.97,226030.21
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-12,SYN004402,2012-01-15,1241,686.44,532.95,851872.04,687644.4,163943.69
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-11,SYN004403,2017-01-17,5250,464.82,355.32,2440305.0,1747622.77,282312.41
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-12,SYN004404,2012-01-18,1326,640.13,534.62,848812.38,682897.84,149799.75
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-10,SYN004405,2011-01-03,4162,155.76,101.77,648273.12,425438.24,227127.19
Asia,Kyrgyzstan,Vegetables,Online,H,2011-06-28,SYN004406,2011-07-18,117,150.66,87.27,17627.22,12086.64,7415.17
Asia,Myanmar,Household,Offline,H,2015-01-14,SYN004407,2015-02-25,7947,650.25,495.2,5167536.75,4509589.0,1394611.9
North America,Mexico,Household,Offline,C,2014-11-09,SYN004408,2014-12-11,6449,670.52,535.99,4324183.4799999995,3286731.97,1204798.29
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-21,SYN004409,2011-01-19,8371,45.94,32.35,384563.74,278110.42,134153.21
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-07-26,SYN004410,2014-08-22,4316,106.27,34.29,458661.32,142202.57,313917.71
Europe,San Marino,Baby Food,Online,L,2013-06-30,SYN004411,2013-07-05,4933,255.95,158.11,1262601.3499999999,797829.0,449029.0
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-16,SYN004412,2014-06-29,7732,9.61,6.51,74304.51999999999,53868.62,19528.73
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-01,SYN004413,2011-01-08,4085,149.97,96.3,612627.45,409707.52,228514.77
Asia,Mongolia,Personal Care,Offline,C,2014-02-21,SYN004414,2014-02-20,4777,77.42,52.73,369835.34,303007.02,131975.12
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,2012-06-01,SYN004415,2012-06-24,2859,104.12,34.66,297679.08,122127.36,230179.12
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-05-26,SYN004416,2016-07-03,1589,147.71,89.94,234711.19,137979.57,89458.08
Australia and Oceania,Australia,Beverages,Offline,H,2014-07-09,SYN004417,2014-07-10,9186,46.76,32.05,429537.36,309259.86,129603.39
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-14,SYN004418,2014-11-08,5332,8.53,6.14,45481.96,35635.32,13370.46
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-08,SYN004419,2014-11-16,5168,9.52,7.07,49199.36,38790.98,13598.59
Europe,United Kingdom,Household,Online,L,2011-12-30,SYN004420,2012-02-15,258,704.36,575.78,181724.88,134130.96,44173.76
Europe,Macedonia,Clothes,Offline,C,2014-10-18,SYN004421,2014-11-19,7816,111.84,35.43,874141.4400000001,279237.96,615973.03
Europe,Bulgaria,Clothes,Online,M,2012-04-24,SYN004422,2012-05-29,1628,94.08,37.64,153162.24,60280.82,123812.0
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,2012-07-14,SYN004423,2012-07-03,8633,80.82,53.01,697719.0599999999,507012.23,201037.22
Europe,Austria,Cosmetics,Offline,H,2015-02-19,SYN004424,2015-02-25,2971,421.02,286.4,1250850.42,791216.1,471504.95
Europe,Romania,Cosmetics,Online,H,2010-11-30,SYN004425,2010-12-23,7206,429.19,268.3,3092743.14,2191068.77,1439059.2
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-03,SYN004426,2011-03-23,8344,43.21,33.55,360544.24,256820.66,132414.04
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-06-01,SYN004427,2010-07-01,9987,249.67,173.69,2493454.29,1491819.23,957863.9
Asia,Brunei,Office Supplies,Online,L,2012-03-31,SYN004428,2012-05-07,5734,659.79,518.92,3783235.86,3660523.11,876940.0
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-31,SYN004429,2015-02-22,2801,265.89,155.26,744757.89,449398.59,269449.09
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-24,SYN004430,2014-06-04,6591,211.21,115.06,1392085.11,731179.55,575150.48
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-05,SYN004431,2010-11-12,5917,110.13,35.96,651639.21,218823.5,447106.54
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-04,SYN004432,2011-03-21,8461,45.62,30.73,385990.82,270167.58,128794.12
Middle East and North Africa,Kuwait,Fruits,Online,M,2012-05-04,SYN004433,2012-05-18,537,8.89,6.78,4773.93,4036.48,1258.4
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-21,SYN004434,2012-09-09,2872,203.66,125.17,584911.52,322996.22,224513.33
Asia,Myanmar,Household,Offline,H,2015-01-12,SYN004435,2015-03-08,8748,685.11,554.17,5993342.28,3888813.0,1256692.92
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-04,SYN004436,2013-08-12,8775,469.8,270.01,4122495.0,2567462.8,1745567.55
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-07-27,SYN004437,2014-08-13,3991,113.17,36.31,451661.47000000003,139970.79,307782.64
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-25,SYN004438,2013-09-22,9648,9.14,7.01,88182.72,70708.18,22106.63
Europe,Romania,Cosmetics,Online,H,2010-11-30,SYN004439,2010-12-21,8004,466.55,251.04,3734266.2,2147552.47,1411602.64
Europe,Bulgaria,Office Supplies,Online,M,2012-02-09,SYN004440,2012-02-22,3784,638.45,516.51,2415894.8000000003,2018715.47,448420.06
Europe,Iceland,Cosmetics,Online,C,2017-01-05,SYN004441,2017-01-01,9099,451.2,225.58,4105468.8,2342269.6,1583398.5
Europe,Norway,Beverages,Offline,C,2014-07-20,SYN004442,2014-08-05,4852,52.64,33.04,255409.28,170211.55,75051.31
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-19,SYN004443,2014-07-11,7970,9.06,7.33,72208.2,53785.66,21704.69
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-01-27,SYN004444,2013-01-31,4738,674.4,542.88,3195307.1999999997,2689364.45,684968.48
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-05,SYN004445,2015-04-12,5403,46.62,29.67,251887.86,150698.83,87261.74
Europe,Austria,Cosmetics,Offline,H,2015-03-02,SYN004446,2015-02-28,2872,488.57,249.89,1403173.04,797844.1,499838.41
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-09,SYN004447,2010-05-17,5554,9.98,7.06,55428.920000000006,40243.63,14386.14
Europe,Portugal,Baby Food,Online,H,2015-08-04,SYN004448,2015-09-07,1250,246.41,164.7,308012.5,213522.04,119577.2
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-01-31,SYN004449,2014-03-26,5873,256.97,160.08,1509184.81,919561.8,569973.16
Asia,Kyrgyzstan,Vegetables,Online,H,2011-06-30,SYN004450,2011-07-15,123,138.13,89.15,16989.989999999998,11281.05,8076.99
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-02-02,SYN004451,2014-03-18,5228,226.54,160.81,1184351.1199999999,960084.49,546872.49
Australia and Oceania,Australia,Beverages,Offline,H,2014-07-04,SYN004452,2014-07-14,10244,44.03,30.21,451043.32,302833.59,135038.92
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-13,SYN004453,2017-03-29,2875,86.62,51.91,249032.5,163669.55,84858.29
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-05-26,SYN004454,2016-07-06,1379,158.92,101.2,219150.68,141613.56,89792.17
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-02-10,SYN004455,2014-03-16,5843,278.81,153.17,1629086.83,930512.24,486653.95
Europe,Moldova,Personal Care,Online,L,2016-05-14,SYN004456,2016-05-09,4827,86.23,57.43,416232.21,276820.95,124698.71
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-04-01,SYN004457,2013-03-23,4425,208.28,116.4,921639.0,486301.66,309840.57
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-11-03,SYN004458,2014-11-09,8831,45.69,29.13,403488.38999999996,274461.27,130892.73
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-22,SYN004459,2011-08-30,877,102.28,38.66,89699.56,32391.82,60142.28
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-21,SYN004460,2017-01-27,4748,401.06,355.55,1904232.8800000001,1624826.65,263161.61
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-25,SYN004461,2011-08-31,849,107.37,37.28,91157.13,34158.55,67869.48
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-18,SYN004462,2013-04-02,4214,195.42,119.1,823499.88,450097.97,362323.79
Europe,Spain,Household,Offline,L,2012-10-14,SYN004463,2012-11-29,4366,679.82,482.86,2968094.12,2310792.57,780747.77
Europe,Albania,Clothes,Online,C,2010-01-30,SYN004464,2010-03-25,2303,104.34,39.04,240295.02000000002,80118.64,172032.53
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-25,SYN004465,2014-07-04,8308,8.7,6.99,72279.59999999999,52755.59,20539.52
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-01,SYN004466,2017-02-07,9785,599.52,486.63,5866303.2,4305751.93,1387065.53
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,C,2011-05-19,SYN004467,2011-07-12,5569,45.27,33.03,252108.63,182465.76,91709.92
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-28,SYN004468,2015-02-20,2880,257.71,160.35,742204.7999999999,479062.39,280192.55
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-25,SYN004469,2013-05-21,5082,711.47,514.14,3615690.54,2519292.16,665285.21
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-05-27,SYN004470,2016-06-29,1583,143.09,90.28,226511.47,134692.25,89074.06
Asia,Bangladesh,Clothes,Online,L,2017-01-18,SYN004471,2017-03-07,7943,120.87,37.67,960070.41,258682.33,601191.83
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-08-04,SYN004472,2014-08-12,3730,100.79,32.29,375946.7,157496.16,296330.07
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-21,SYN004473,2013-03-24,4359,203.68,119.13,887841.12,464402.89,350044.34
Europe,Switzerland,Cosmetics,Offline,M,2012-09-23,SYN004474,2012-10-25,8693,406.62,284.15,3534747.66,2374493.66,1437138.31
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-22,SYN004475,2010-06-21,10144,241.41,172.46,2448863.04,1742280.91,994846.32
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-22,SYN004476,2012-04-03,6639,161.15,93.78,1069874.85,591039.25,393155.77
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-13,SYN004477,2012-02-20,5050,658.79,512.88,3326889.5,2599842.39,820887.37
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-20,SYN004478,2014-11-10,4945,9.32,6.74,46087.4,38119.67,12756.5
Europe,Switzerland,Personal Care,Online,M,2010-12-24,SYN004479,2011-01-29,267,81.99,54.71,21891.329999999998,14446.12,6509.41
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-13,SYN004480,2016-12-12,857,674.98,526.98,578457.86,505165.15,121574.0
Europe,Romania,Cosmetics,Online,H,2010-11-29,SYN004481,2010-12-29,7715,456.36,239.66,3520817.4,2064525.08,1389134.62
Europe,Monaco,Baby Food,Offline,H,2012-05-22,SYN004482,2012-06-01,8703,255.26,169.96,2221527.78,1480352.38,849954.15
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-10,SYN004483,2012-01-15,1326,572.99,480.43,759784.74,642236.67,156237.76
Europe,San Marino,Baby Food,Online,L,2013-06-25,SYN004484,2013-07-08,5283,246.99,153.88,1304848.1700000002,760103.0,449687.0
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-02-12,SYN004485,2010-02-20,6655,502.69,278.15,3345401.95,1923224.94,1221501.12
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-24,SYN004486,2010-07-02,9800,239.03,141.9,2342494.0,1630586.92,930854.23
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-12,SYN004487,2014-11-09,5346,9.77,6.58,52230.42,37936.62,13106.42
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-23,SYN004488,2016-12-24,6988,473.44,257.0,3308398.72,1842597.4,1259671.85
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-10,SYN004489,2012-02-20,5746,733.48,464.32,4214576.08,2833154.01,897005.73
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-02-28,SYN004490,2017-03-04,7442,154.21,98.06,1147630.82,699034.71,393284.23
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-16,SYN004491,2016-12-09,6620,422.71,251.61,2798340.1999999997,1594622.1,1045095.53
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-03,SYN004492,2015-02-26,2845,240.85,179.65,685218.25,452785.19,286242.34
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-02-02,SYN004493,2010-03-04,6518,408.06,262.98,2659735.08,1974547.32,1228151.65
Europe,Russia,Office Supplies,Offline,L,2014-05-01,SYN004494,2014-05-06,1869,642.5,533.09,1200832.5,998844.83,223330.79
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-24,SYN004495,2016-07-29,2142,155.24,98.08,332524.08,204280.0,117718.02
Europe,Switzerland,Cosmetics,Offline,M,2012-09-21,SYN004496,2012-10-18,8953,449.34,294.78,4022941.0199999996,2246418.96,1640902.9
Europe,Albania,Clothes,Online,C,2010-02-05,SYN004497,2010-03-16,2280,120.1,37.57,273828.0,92147.12,141846.59
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-06,SYN004498,2017-03-24,3149,71.46,53.29,225027.53999999998,175507.04,79029.87
North America,Mexico,Personal Care,Offline,M,2015-08-01,SYN004499,2015-08-04,5717,85.01,56.32,486002.17000000004,318347.83,149484.18
Europe,Macedonia,Clothes,Offline,C,2014-10-08,SYN004500,2014-11-13,8729,103.87,38.04,906681.2300000001,316939.91,576636.97
North America,Mexico,Personal Care,Offline,M,2015-08-04,SYN004501,2015-08-14,5897,85.1,52.29,501834.69999999995,342641.83,144679.76
North America,Mexico,Household,Offline,C,2014-11-07,SYN004502,2014-12-19,7048,690.49,474.98,4866573.5200000005,3697238.76,1212034.78
Europe,Spain,Household,Offline,L,2012-10-23,SYN004503,2012-11-26,4653,704.15,434.83,3276409.9499999997,2219922.68,768385.66
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-31,SYN004504,2011-08-31,823,110.73,36.59,91130.79000000001,30644.99,66581.06
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-27,SYN004505,2012-09-10,2678,223.58,110.85,598747.24,313254.17,241464.76
North America,Mexico,Household,Offline,C,2014-11-03,SYN004506,2014-12-10,6710,719.14,527.98,4825429.4,3027589.0,1124958.01
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-02-13,SYN004507,2010-02-26,7288,464.28,265.95,3383672.6399999997,2026710.54,1267064.21
Europe,Slovakia,Vegetables,Online,H,2012-10-08,SYN004508,2012-11-09,168,149.6,75.88,25132.8,14888.45,10218.9
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-15,SYN004509,2011-03-21,8304,47.51,31.74,394523.04,265264.58,140134.14
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-06,SYN004510,2014-09-28,2283,10.27,6.37,23446.41,15734.8,5231.78
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-27,SYN004511,2014-01-31,2026,81.01,53.98,164126.26,122505.46,52914.96
Europe,Iceland,Cosmetics,Online,C,2016-12-27,SYN004512,2017-01-05,8877,447.21,251.61,3969883.17,2470515.26,1661783.79
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-01-30,SYN004513,2013-02-07,5032,670.39,516.85,3373402.48,2637523.47,584417.16
Middle East and North Africa,Kuwait,Fruits,Online,M,2012-05-07,SYN004514,2012-05-21,509,10.29,6.5,5237.61,3284.06,1269.81
Asia,Bangladesh,Clothes,Online,L,2017-01-11,SYN004515,2017-03-07,8329,110.02,36.75,916356.58,297253.41,640917.32
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-29,SYN004516,2015-11-28,2704,590.83,537.94,1597604.32,1471586.54,347433.0
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-14,SYN004517,2014-07-02,7754,9.24,7.05,71646.96,56409.16,19276.42
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-01,SYN004518,2015-04-15,5083,47.89,33.27,243424.87,181664.73,87291.83
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-20,SYN004519,2017-01-17,4769,411.49,349.02,1962395.81,1754291.04,292537.39
Europe,Lithuania,Office Supplies,Offline,H,2010-10-18,SYN004520,2010-11-19,8255,675.19,535.65,5573693.45,4626040.26,1126062.04
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-03,SYN004521,2015-04-12,5263,49.3,29.9,259465.9,181781.72,88133.56
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-15,SYN004522,2015-08-21,6003,76.8,54.99,461030.39999999997,354909.03,154015.76
